name,city,state,latitude,longitude,map_latitude,map_longitude,start_year,end_year,region,external_links
Riff Raff,Houston,TX,29.7604,95.3698,29.55,95.7,2001,present,S,"<ul class=""external_links"">               <li class=""home-favicon"">
          
          
          <a href=""http://jodyhighroller.com/"">Official homepage</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/2768272"">Discogs</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""http://rateyourmusic.com/artist/riff_raff_f8"">Rateyourmusic</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q7333228"">Q7333228</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Riff_Raff_(rapper)"">en: Riff Raff (rapper)</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/f0bf3f58-bfc9-404b-ac54-49e04544a757/relationships"" title=""Riff Raff (Houston rapper, a.k.a. Jody Highroller)""><bdi>View all relationships</bdi></a></li></ul>"
Roots,Philadelphia,PN,39.95,75.1667,39.95,75.1667,1987,present,NE,"<ul class=""external_links"">               <li class=""home-favicon"">
          
          
          <a href=""http://www.theroots.com/"">Official homepage</a>
          
          
        </li>               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000415906"">AllMusic</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.bbc.co.uk/music/artists/80b3cf5e-18fe-4c59-98c7-e5bb87210710"">BBC Music</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/76894"">Discogs</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.imdb.com/name/nm1437310/"">IMDb</a>
          
          
        </li>               <li class=""lastfm-favicon"">
          
          
          <a href=""http://www.last.fm/music/The+Roots"">The Roots</a>
          
          
        </li>               <li class=""genius-favicon"">
          
          
          <a href=""http://genius.com/artists/The-roots"">Genius</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""//lyrics.wikia.com/The_Roots"">LyricWiki</a>
          
          
        </li>               <li class=""myspace-favicon"">
          
          
          <a href=""https://myspace.com/theroots"">theroots</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://musicmoz.org/Bands_and_Artists/R/Roots,_The/"">MusicMoz</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""http://rateyourmusic.com/artist/the_roots"">Rateyourmusic</a>
          
          
        </li>               <li class=""musiksammler-favicon"">
          
          
          <a href=""http://www.musik-sammler.de/artist/3350"">Musik-Sammler</a>
          
          
        </li>               <li class=""secondhandsongs-favicon"">
          
          
          <a href=""http://www.secondhandsongs.com/artist/5536"">SecondHandSongs</a>
          
          
        </li>               <li class=""twitter-favicon"">
          
          
          <a href=""https://twitter.com/theroots"">@theroots</a>
          
          
        </li>               <li class=""facebook-favicon"">
          
          
          <a href=""https://www.facebook.com/TheRoots"">TheRoots</a>
          
          
        </li>               <li class=""soundcloud-favicon"">
          
          
          <a href=""https://soundcloud.com/the_roots"">the_roots</a>
          
          
        </li>               <li class=""spotify-favicon"">
          
          
          <a href=""http://open.spotify.com/artist/78xUyw6FkVZrRAtziFdtdu"">Stream at Spotify</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q1052139"">Q1052139</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/The_Roots"">en: The Roots</a>
          
          
        </li>               <li class=""youtube-favicon"">
          
          
          <a href=""//www.youtube.com/user/TheRootsVEVO"">TheRootsVEVO</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/80b3cf5e-18fe-4c59-98c7-e5bb87210710/relationships"" title=""Roots, The (seminal hip hop group)""><bdi>View all relationships</bdi></a></li></ul>"
Run DMC,Queens,NY,40.75,73.8667,40.7037,73.84,1981,2002,NE,"<ul class=""external_links"">               <li class=""home-favicon"">
          
          
          <a href=""http://www.rundmc.com/"">Official homepage</a>
          
          
        </li>               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000358408"">AllMusic</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.bbc.co.uk/music/artists/5ecc3f72-20a6-47a0-8dc5-fb0b3dadeea0"">BBC Music</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/219213"">Discogs</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.imdb.com/name/nm1505820/"">IMDb</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""//lyrics.wikia.com/Run-D.M.C."">LyricWiki</a>
          
          
        </li>               <li class=""myspace-favicon"">
          
          
          <a href=""https://myspace.com/rundmc"">rundmc</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://musicmoz.org/Bands_and_Artists/R/Run_DMC/"">MusicMoz</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""http://rateyourmusic.com/artist/run_d_m_c_"">Rateyourmusic</a>
          
          
        </li>               <li class=""musiksammler-favicon"">
          
          
          <a href=""http://www.musik-sammler.de/artist/1682"">Musik-Sammler</a>
          
          
        </li>               <li class=""whosampled-favicon"">
          
          
          <a href=""http://www.whosampled.com/Run-DMC/"">WhoSampled</a>
          
          
        </li>               <li class=""worldcat-favicon"">
          
          
          <a href=""http://www.worldcat.org/wcidentities/lccn-n92-76598"">WorldCat</a>
          
          
        </li>               <li class=""twitter-favicon"">
          
          
          <a href=""https://twitter.com/OfficialRunDMC"">@OfficialRunDMC</a>
          
          
        </li>               <li class=""facebook-favicon"">
          
          
          <a href=""https://www.facebook.com/RunDMC"">RunDMC</a>
          
          
        </li>               <li class=""viaf-favicon"">
          
          
          <a href=""http://viaf.org/viaf/130767938"">VIAF: 130767938</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q159351"">Q159351</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Run%E2%80%93D.M.C."">en: Run–D.M.C.</a>
          
          
        </li>               <li class=""youtube-favicon"">
          
          
          <a href=""//www.youtube.com/user/RUNDMCVEVO"">RUNDMCVEVO</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/5ecc3f72-20a6-47a0-8dc5-fb0b3dadeea0/relationships"" title=""Run‐D.M.C.""><bdi>View all relationships</bdi></a></li></ul>"
Salt-n-Peppa,Queens,NY,40.75,73.8667,40.74,73.82,1985,present,NE,"<ul class=""external_links"">               <li class=""home-favicon"">
          
          
          <a href=""http://saltnpepa.net/"">Official homepage</a>
          
          
        </li>               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000294891"">AllMusic</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.bbc.co.uk/music/artists/26bcd35d-56a3-4e4d-8ad7-7bc5787c3af1"">BBC Music</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/38379"">Discogs</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.imdb.com/name/nm1778860/"">IMDb</a>
          
          
        </li>               <li class=""lastfm-favicon"">
          
          
          <a href=""http://www.last.fm/music/Salt-N-Pepa"">Salt-N-Pepa</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""//lyrics.wikia.com/Salt-N-Pepa"">LyricWiki</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://musicmoz.org/Bands_and_Artists/S/Salt-N-Pepa/"">MusicMoz</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""https://rateyourmusic.com/artist/salt_n_pepa"">Rateyourmusic</a>
          
          
        </li>               <li class=""secondhandsongs-favicon"">
          
          
          <a href=""http://www.secondhandsongs.com/artist/413"">SecondHandSongs</a>
          
          
        </li>               <li class=""twitter-favicon"">
          
          
          <a href=""https://twitter.com/TheSaltNPepa"">@TheSaltNPepa</a>
          
          
        </li>               <li class=""facebook-favicon"">
          
          
          <a href=""https://www.facebook.com/pages/Salt-N-Pepa/250801796418"">Salt-N-Pepa</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q1545961"">Q1545961</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Salt-N-Pepa"">en: Salt-N-Pepa</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/26bcd35d-56a3-4e4d-8ad7-7bc5787c3af1/relationships"" title=""Salt‐N‐Pepa""><bdi>View all relationships</bdi></a></li></ul>"
Schoolboy Q,South Central Los Angeles,CA,33.9275,118.2772,33.975,118.2772,2007,present,SC,"<ul class=""external_links"">               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0002634574"">AllMusic</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/2353545"">Discogs</a>
          
          
        </li>               <li class=""lastfm-favicon"">
          
          
          <a href=""http://www.last.fm/music/ScHoolboy+Q"">ScHoolboy Q</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""https://rateyourmusic.com/artist/schoolboy_q"">Rateyourmusic</a>
          
          
        </li>               <li class=""twitter-favicon"">
          
          
          <a href=""https://twitter.com/SCHOOLBOYQ"">@SCHOOLBOYQ</a>
          
          
        </li>               <li class=""facebook-favicon"">
          
          
          <a href=""https://www.facebook.com/SchoolboyQ"">SchoolboyQ</a>
          
          
        </li>               <li class=""spotify-favicon"">
          
          
          <a href=""http://open.spotify.com/artist/5IcR3N7QB1j6KBL8eImZ8m"">Stream at Spotify</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q168633"">Q168633</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Schoolboy_Q"">en: Schoolboy Q</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/bce6d667-cde8-485e-b078-c0a05adea36d/relationships"" title=""ScHoolboy Q""><bdi>View all relationships</bdi></a></li></ul>"
P Diddy,Harlem,NY,40.809,73.9484,40.809,73.9484,1993,present,NE,"<ul class=""external_links"">               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000413000"">AllMusic</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.bbc.co.uk/music/artists/cabb4fcf-4067-4ba5-908d-76ee66fcf0c6"">BBC Music</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/110844"">Discogs</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""http://rateyourmusic.com/artist/p__diddy"">Rateyourmusic</a>
          
          
        </li>               <li class=""twitter-favicon"">
          
          
          <a href=""https://twitter.com/iamdiddy"">@iamdiddy</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q216936"">Q216936</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Sean_Combs"">en: Sean Combs</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/cabb4fcf-4067-4ba5-908d-76ee66fcf0c6/relationships"" title=""P. Diddy (rapper Sean Combs, aka Puff Daddy, artist name as of 2001)""><bdi>View all relationships</bdi></a></li></ul>"
Slick Rick,Bronx,NY,40.8373,73.886,40.93,73.83,1982,present,NE,"<ul class=""external_links"">               <li class=""home-favicon"">
          
          
          <a href=""http://www.ricktheruler.net/"">Official homepage</a>
          
          
        </li>               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000748713"">AllMusic</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/9741"">Discogs</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.imdb.com/name/nm0725428/"">IMDb</a>
          
          
        </li>               <li class=""lastfm-favicon"">
          
          
          <a href=""http://www.last.fm/music/Slick+Rick"">Slick Rick</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""//lyrics.wikia.com/Slick_Rick"">LyricWiki</a>
          
          
        </li>               <li class=""myspace-favicon"">
          
          
          <a href=""https://myspace.com/mcrickyd1"">mcrickyd1</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""https://rateyourmusic.com/artist/slick_rick"">Rateyourmusic</a>
          
          
        </li>               <li class=""twitter-favicon"">
          
          
          <a href=""https://twitter.com/iamSlickRick"">@iamSlickRick</a>
          
          
        </li>               <li class=""facebook-favicon"">
          
          
          <a href=""https://www.facebook.com/SlickRick"">SlickRick</a>
          
          
        </li>               <li class=""viaf-favicon"">
          
          
          <a href=""http://viaf.org/viaf/7576175"">VIAF: 7576175</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q708620"">Q708620</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Slick_Rick"">en: Slick Rick</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/486af4f0-a79b-468f-be73-527cd4caf6ea/relationships"" title=""Slick Rick""><bdi>View all relationships</bdi></a></li></ul>"
Snoop Dogg,Long Beach,CA,33.7683,118.1956,33.7683,118.1956,1992,present,SC,"<ul class=""external_links"">               <li class=""home-favicon"">
          
          
          <a href=""http://snoopdogg.com/"">Official homepage</a>
          
          
        </li>               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000029086"">AllMusic</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.bbc.co.uk/music/artists/f90e8b26-9e52-4669-a5c9-e28529c47894"">BBC Music</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/132084"">Discogs</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.imdb.com/name/nm0004879/"">IMDb</a>
          
          
        </li>               <li class=""lastfm-favicon"">
          
          
          <a href=""http://www.last.fm/music/Snoop+Dogg"">Snoop Dogg</a>
          
          
        </li>               <li class=""myspace-favicon"">
          
          
          <a href=""https://myspace.com/snoopdogg"">snoopdogg</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://musicmoz.org/Bands_and_Artists/S/Snoop_Dogg/"">MusicMoz</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""http://rateyourmusic.com/artist/snoop_dogg"">Rateyourmusic</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.purevolume.com/snoopdogg"">PureVolume</a>
          
          
        </li>               <li class=""secondhandsongs-favicon"">
          
          
          <a href=""http://www.secondhandsongs.com/artist/10661"">SecondHandSongs</a>
          
          
        </li>               <li class=""instagram-favicon"">
          
          
          <a href=""http://instagram.com/snoopdogg"">@snoopdogg</a>
          
          
        </li>               <li class=""googleplus-favicon"">
          
          
          <a href=""https://plus.google.com/+SnoopDogg"">Google+</a>
          
          
        </li>               <li class=""twitter-favicon"">
          
          
          <a href=""https://twitter.com/snoopdogg"">@snoopdogg</a>
          
          
        </li>               <li class=""facebook-favicon"">
          
          
          <a href=""https://www.facebook.com/snoopdogg"">snoopdogg</a>
          
          
        </li>               <li class=""soundcloud-favicon"">
          
          
          <a href=""https://soundcloud.com/snoopdogg"">snoopdogg</a>
          
          
        </li>               <li class=""spotify-favicon"">
          
          
          <a href=""http://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG"">Stream at Spotify</a>
          
          
        </li>               <li class=""viaf-favicon"">
          
          
          <a href=""http://viaf.org/viaf/61738579"">VIAF: 61738579</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q6096"">Q6096</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Snoop_Dogg"">en: Snoop Dogg</a>
          
          
        </li>               <li class=""youtube-favicon"">
          
          
          <a href=""//www.youtube.com/user/SnoopDoggVEVO"">SnoopDoggVEVO</a>
          
          
        </li>               <li class=""youtube-favicon"">
          
          
          <a href=""//www.youtube.com/user/westfesttv"">westfesttv</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/f90e8b26-9e52-4669-a5c9-e28529c47894/relationships"" title=""Snoop Dogg""><bdi>View all relationships</bdi></a></li></ul>"
Sonic Sum,New York City,NY,40.7127,74.0059,40.775,73.98,1998,present,NE,"<ul class=""external_links"">               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000754225"">AllMusic</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/53282"">Discogs</a>
          
          
        </li>               <li class=""myspace-favicon"">
          
          
          <a href=""https://myspace.com/sonicsumoffical"">sonicsumoffical</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/b47b9e9b-e41e-4d16-8265-18939f6df244/relationships"" title=""Sonic Sum""><bdi>View all relationships</bdi></a></li></ul>"
The Sugarhill Gang,Englewood,NJ,40.8912,73.9725,40.8912,73.9,1973,present,NE,"<ul class=""external_links"">               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000564631"">AllMusic</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.bbc.co.uk/music/artists/336f2e14-b064-45c8-8b2a-01663a0bee64"">BBC Music</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/17550"">Discogs</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.imdb.com/name/nm3062334/"">IMDb</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""http://rateyourmusic.com/artist/sugarhill_gang"">Rateyourmusic</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q1413494"">Q1413494</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/The_Sugarhill_Gang"">en: The Sugarhill Gang</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/336f2e14-b064-45c8-8b2a-01663a0bee64/relationships"" title=""Sugarhill Gang, The""><bdi>View all relationships</bdi></a></li></ul>"
T.I.,Atlanta,GA,33.755,84.39,33.755,83.3,1996,present,S,"<ul class=""external_links"">               <li class=""home-favicon"">
          
          
          <a href=""http://www.trapmuzik.com/"">Official homepage</a>
          
          
        </li>               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000001418"">AllMusic</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.bbc.co.uk/music/artists/f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62"">BBC Music</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/180140"">Discogs</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.imdb.com/name/nm1939267/"">IMDb</a>
          
          
        </li>               <li class=""lastfm-favicon"">
          
          
          <a href=""http://www.last.fm/music/T.I."">T.I.</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""//lyrics.wikia.com/T.I."">LyricWiki</a>
          
          
        </li>               <li class=""myspace-favicon"">
          
          
          <a href=""https://myspace.com/trapmuzik"">trapmuzik</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""http://rateyourmusic.com/artist/t_i_"">Rateyourmusic</a>
          
          
        </li>               <li class=""twitter-favicon"">
          
          
          <a href=""https://twitter.com/tip"">@tip</a>
          
          
        </li>               <li class=""facebook-favicon"">
          
          
          <a href=""https://www.facebook.com/TI"">TI</a>
          
          
        </li>               <li class=""spotify-favicon"">
          
          
          <a href=""https://play.spotify.com/artist/4OBJLual30L7gRl5UkeRcT"">Stream at Spotify</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q214227"">Q214227</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/T.I."">en: T.I.</a>
          
          
        </li>               <li class=""youtube-favicon"">
          
          
          <a href=""//www.youtube.com/user/tivstip"">tivstip</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62/relationships"" title=""T.I. (Atlanta US rapper &amp; producer Clifford Harris)""><bdi>View all relationships</bdi></a></li></ul>"
Talib Kweli,Brooklyn,NY,40.6928,73.9903,40.67,73.85,1995,present,NE,"<ul class=""external_links"">               <li class=""home-favicon"">
          
          
          <a href=""http://www.talibkweli.com/"">Official homepage</a>
          
          
        </li>               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000158801"">AllMusic</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.bbc.co.uk/music/artists/bb3cbea2-5ad4-4917-bc84-8a1975d40315"">BBC Music</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/39908"">Discogs</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.imdb.com/name/nm1252067/"">IMDb</a>
          
          
        </li>               <li class=""lastfm-favicon"">
          
          
          <a href=""http://www.last.fm/music/Talib+Kweli"">Talib Kweli</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""//lyrics.wikia.com/Talib_Kweli"">LyricWiki</a>
          
          
        </li>               <li class=""myspace-favicon"">
          
          
          <a href=""https://myspace.com/talibkweli"">talibkweli</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""http://rateyourmusic.com/artist/talib_kweli"">Rateyourmusic</a>
          
          
        </li>               <li class=""musiksammler-favicon"">
          
          
          <a href=""http://www.musik-sammler.de/artist/35335"">Musik-Sammler</a>
          
          
        </li>               <li class=""worldcat-favicon"">
          
          
          <a href=""http://www.worldcat.org/wcidentities/lccn-no2001-12877"">WorldCat</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.purevolume.com/talibkweli"">PureVolume</a>
          
          
        </li>               <li class=""twitter-favicon"">
          
          
          <a href=""https://twitter.com/TalibKweli"">@TalibKweli</a>
          
          
        </li>               <li class=""facebook-favicon"">
          
          
          <a href=""https://www.facebook.com/talibkweli"">talibkweli</a>
          
          
        </li>               <li class=""soundcloud-favicon"">
          
          
          <a href=""https://soundcloud.com/talibkweli"">talibkweli</a>
          
          
        </li>               <li class=""viaf-favicon"">
          
          
          <a href=""http://viaf.org/viaf/80039479"">VIAF: 80039479</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q318755"">Q318755</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Talib_Kweli"">en: Talib Kweli</a>
          
          
        </li>               <li class=""youtube-favicon"">
          
          
          <a href=""//www.youtube.com/user/talibkweli"">talibkweli</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/bb3cbea2-5ad4-4917-bc84-8a1975d40315/relationships"" title=""Talib Kweli""><bdi>View all relationships</bdi></a></li></ul>"
Tech N9ne,Kansa City,MI,39.0997,94.5783,39.0997,94.5783,1991,present,MW,"<ul class=""external_links"">               <li class=""home-favicon"">
          
          
          <a href=""http://www.therealtechn9ne.com/"">Official homepage</a>
          
          
        </li>               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000749533"">AllMusic</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/183380"">Discogs</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.imdb.com/name/nm1855137/"">IMDb</a>
          
          
        </li>               <li class=""myspace-favicon"">
          
          
          <a href=""https://myspace.com/techn9ne"">techn9ne</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""https://rateyourmusic.com/artist/tech_n9ne"">Rateyourmusic</a>
          
          
        </li>               <li class=""twitter-favicon"">
          
          
          <a href=""https://twitter.com/TechN9ne"">@TechN9ne</a>
          
          
        </li>               <li class=""facebook-favicon"">
          
          
          <a href=""https://www.facebook.com/therealTechN9ne"">therealTechN9ne</a>
          
          
        </li>               <li class=""viaf-favicon"">
          
          
          <a href=""http://viaf.org/viaf/38775977"">VIAF: 38775977</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q359303"">Q359303</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Tech_N9ne"">en: Tech N9ne</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/dde3d9b1-0e44-48bc-b0c9-d739b3570000/relationships"" title=""Tech N9ne (US rapper)""><bdi>View all relationships</bdi></a></li></ul>"
The Game,Compton,CA,33.8967,118.225,33.84g5,118.24,2002,present,SC,"<ul class=""external_links"">               <li class=""home-favicon"">
          
          
          <a href=""http://www.comptongame.com/"">Official homepage</a>
          
          
        </li>               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000073749"">AllMusic</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.bbc.co.uk/music/artists/07cc14fb-4784-4a25-804b-2686ed5ef52c"">BBC Music</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/209748"">Discogs</a>
          
          
        </li>               <li class=""lastfm-favicon"">
          
          
          <a href=""http://www.last.fm/music/The+Game"">The Game</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""http://rateyourmusic.com/artist/the_game_f1"">Rateyourmusic</a>
          
          
        </li>               <li class=""twitter-favicon"">
          
          
          <a href=""https://twitter.com/betthegame"">@betthegame</a>
          
          
        </li>               <li class=""facebook-favicon"">
          
          
          <a href=""https://www.facebook.com/thegame"">thegame</a>
          
          
        </li>               <li class=""spotify-favicon"">
          
          
          <a href=""http://open.spotify.com/artist/0NbfKEOTQCcwd6o7wSDOHI"">Stream at Spotify</a>
          
          
        </li>               <li class=""viaf-favicon"">
          
          
          <a href=""http://viaf.org/viaf/68651635"">VIAF: 68651635</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q189936"">Q189936</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Game_(rapper)"">en: Game (rapper)</a>
          
          
        </li>               <li class=""youtube-favicon"">
          
          
          <a href=""//www.youtube.com/user/TheGameVEVO"">TheGameVEVO</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/07cc14fb-4784-4a25-804b-2686ed5ef52c/relationships"" title=""Game (US rapper, formerly The Game)""><bdi>View all relationships</bdi></a></li></ul>"
